Station Name,Latitude,Longitude,Number of Bikes,Station ID,Number of Restaurants,Number of Rentals,Average Restaurant Rating,Average Rental Rating
Boylston St at Charles St (Temp Winter Location),42.35258524849636,-71.06770277023315,31,e4054a2e7dc783206f46f58c7c9c2a00,62,16,4.138888888888889,2.09375
Mass Ave at Grafton St,42.40726052447951,-71.14382132425817,11,a4139b66ec68fa2ed3a2c1e516dd97e9,47,3,4.066666666666666,2.0
Broadway at Grafton St,42.40994213011757,-71.14009319811885,11,b97b6b6c1101dd15f7f158d447182be7,50,5,4.0,2.0
Mass Ave at Broadway,42.414202132001854,-71.15051883389242,11,4c52c304c14c18d0b688e05ebd226dde,41,2,3.8666666666666667,2.0
St Mary's,42.346197076555455,-71.10728681087494,15,3f6b594b3a37e0e10aadf7fe1cfd26e4,61,6,4.0,2.0
Washington Sq,42.33985827126298,-71.13421171095978,15,319addb12c18e576e77ff1edbaff163d,54,6,4.0625,2.0
Beacon St at Tappan St,42.33826680058037,-71.13894682028331,15,553777ea4bfa8e1e07dcb049964f3075,55,5,4.0,2.0
Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,19,f5cd79c9dd25baf7099ff87f1837686a,64,7,4.1875,2.0
Boylston St at Berkeley St,42.3511419825475,-71.07329249382019,15,878d4eee7eb6ae036df106153075ef88,61,17,4.2105263157894735,2.1176470588235294
Boylston St at Exeter St,42.349589423682445,-71.0794677917329,19,73d28f83de4d08b6bbf9aa4b7fc6e045,61,18,4.138888888888889,2.0555555555555554
Boylston St at Fairfield St,42.348803822833936,-71.08236908912659,19,3849bdf753a318d6a9b7d7a1cb62c186,63,18,4.0588235294117645,2.0277777777777777
1200 Beacon St,42.34414898749529,-71.11467361450195,15,a5276fd53136b5c1eeb4d7aa5db405a4,63,8,4.138888888888889,2.0
Newbury St at Hereford St,42.348717,-71.085954,22,832fc4a60379cdc7824acb0c1dbf5f6c,66,18,4.0,2.0277777777777777
Boylston St at Dartmouth St,42.35019319808638,-71.07744187116623,19,cd299318baee6b2600b5e9f047a558ab,61,18,4.138888888888889,2.111111111111111
Copley Square - Dartmouth St at Boylston St,42.34992828230057,-71.07739206866427,31,9930aaf1ad9f4716ff669b09a5c4684f,61,18,4.166666666666667,2.111111111111111
